candidate_id,passed_gates,all_gates_passed,primary_continuous_effect,primary_continuous_ci_low,primary_continuous_ci_high,severe_continuous_effect,low_continuous_effect,severe_critical_psnr_db_effect,low_critical_psnr_db_effect,max_byte_utilization_gap,min_leave_one_scene_out_effect,max_positive_scene_contribution
v2_global_only,6,False,-0.003048780487804875,-0.00609756097560975,0.0,-0.0067750677506775,0.0,0.6557207234003982,0.28622432407782067,0.0029824209228298585,-0.003810975609756094,1.0
v2_visible_edges,6,False,0.001758911819887432,-0.00609756097560975,0.009615384615384614,0.003908692933083182,0.0,0.58740306874114,0.28716968607442145,0.0029824209228298585,0.0,1.0
v2_corridor_edges,6,False,-0.003048780487804875,-0.00609756097560975,0.0,-0.0067750677506775,0.0,0.5758921015047974,0.27883178267050646,0.003011098047087838,-0.003810975609756094,1.0
