episode_id,scene,seed,method,budget,snapshot_count,eligible_instances,recalled_instances,tcobr,continuous_boundary_utility,critical_boundary_hq_coverage,critical_region_psnr_db,full_psnr_db,full_ssim,mean_charged_bytes,mean_utilization,mean_roi_area_ratio
m7_v1_development_m7c2_seed710201,M7C2,710201,command_conditioned_risk_roi,low,4,3,3,1.0,1.0,0.0,42.7683167822644,35.02551241486575,0.9460188545578877,32008.5,0.988710075986903,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,command_conditioned_risk_roi,medium,4,3,3,1.0,1.0,0.0,45.18404878906779,37.43663450329608,0.9633129494569469,32500.75,0.969911068668119,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,command_conditioned_risk_roi,severe,4,3,3,1.0,0.9878048780487805,0.0,32.303630027052705,27.00891616842805,0.8547527623209181,31367.25,0.9968616919849996,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,state_only_risk_roi,high,4,3,3,1.0,1.0,0.0,45.28866984834255,38.222707144143975,0.9679035608022548,32671.0,0.9369103266324452,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,state_only_risk_roi,low,4,3,3,1.0,1.0,0.0,42.7683167822644,35.02551241486575,0.9460188545578877,31995.0,0.9882930746895657,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,state_only_risk_roi,medium,4,3,3,1.0,1.0,0.0,45.18404878906779,37.43663450329608,0.9633129494569469,32487.25,0.9695081918290608,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,state_only_risk_roi,severe,4,3,3,1.0,0.9878048780487805,0.0,32.303630027052705,27.00891616842805,0.8547527623209181,31353.75,0.9964326574715565,0.020833333333333332
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_corridor_edges,high,4,3,3,1.0,1.0,0.036585365853658534,45.57370262706819,38.5889775535812,0.9687065726473597,32677.0,0.9370823893779932,0.19791666666666666
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_corridor_edges,low,4,3,3,1.0,1.0,0.07317073170731707,43.065529894328535,35.16283433880231,0.946415088730203,32001.25,0.9884861308457404,0.125
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_corridor_edges,medium,4,3,3,1.0,1.0,0.0,45.235842923256364,37.662048148989896,0.9638328933993063,32493.25,0.9696872482019756,0.17708333333333331
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_corridor_edges,severe,4,3,3,1.0,0.926829268292683,0.0,32.30928914028139,27.396559408252124,0.8536210994210403,31359.75,0.9966233394775313,0.171875
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_global_only,high,4,3,3,1.0,1.0,0.06097560975609756,45.7309213949896,38.62606479966951,0.9686576256741379,32677.25,0.9370895586590577,0.21874999999999997
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_global_only,low,4,3,3,1.0,1.0,0.07317073170731707,43.06685644270931,35.17830336006889,0.9466047003273473,32001.25,0.9884861308457404,0.140625
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_global_only,medium,4,3,3,1.0,1.0,0.024390243902439025,45.353777347706945,37.679406523152444,0.9638187868815151,32493.5,0.9696947088841803,0.19791666666666666
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_global_only,severe,4,3,3,1.0,0.926829268292683,0.1951219512195122,32.41635255195324,27.43434164709976,0.853406557467592,31359.75,0.9966233394775313,0.19270833333333331
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_visible_edges,high,4,3,3,1.0,1.0,0.18292682926829268,45.81045905137941,38.515076725414254,0.9677891855787835,32677.25,0.9370895586590577,0.17708333333333334
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_visible_edges,low,4,3,3,1.0,1.0,0.32926829268292684,43.144580842470155,35.09953611687515,0.9453263807244288,32001.25,0.9884861308457404,0.09895833333333334
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_visible_edges,medium,4,3,3,1.0,1.0,0.08536585365853659,45.378994007508815,37.59460621150601,0.9635669491311495,32493.5,0.9696947088841803,0.16145833333333334
m7_v1_development_m7c2_seed710201,M7C2,710201,v2_visible_edges,severe,4,3,3,1.0,0.926829268292683,0.1951219512195122,32.416318486717685,27.383995695774964,0.8503193862575881,31360.0,0.9966312845611136,0.18229166666666666
m7_v1_development_m7c3_seed710300,M7C3,710300,command_conditioned_risk_roi,high,4,1,1,1.0,1.0,0.0,37.75208356840473,35.87065018289324,0.9350270815114305,34083.75,0.9774239339279057,0.031249999999999997
m7_v1_development_m7c3_seed710300,M7C3,710300,command_conditioned_risk_roi,low,4,1,1,1.0,1.0,0.0,34.0920344676487,27.115003854576358,0.8011067854182865,31888.75,0.9850111200345957,0.031249999999999997
m7_v1_development_m7c3_seed710300,M7C3,710300,command_conditioned_risk_roi,medium,4,1,1,1.0,1.0,0.0,36.1240952076379,34.23298831387455,0.9148316695015538,33108.25,0.9880405264257364,0.031249999999999997
m7_v1_development_m7c3_seed710300,M7C3,710300,command_conditioned_risk_roi,severe,4,1,1,1.0,0.9393939393939394,0.0,26.302641052640436,23.704741682661925,0.7257666607900436,31413.5,0.9983315324477213,0.031249999999999997
m7_v1_development_m7c3_seed710300,M7C3,710300,state_only_risk_roi,high,4,1,1,1.0,1.0,0.0,37.75208356840473,35.856702880357425,0.9345672686601673,34028.0,0.9758251842505233,0.026041666666666664
