episode_id,attempt_id,scene,seed,snapshot_id,method,budget,budget_bytes,charged_bytes,utilization,quality_map,high_quality_tile_count,roi_area_ratio,eligible_instances,recalled_instances,eligible_boundary_edges,matched_boundary_edges,tcobr,continuous_boundary_utility,critical_boundary_edges,critical_boundary_hq_pixels,critical_boundary_hq_coverage,critical_region_pixels,critical_region_mse,critical_region_psnr_db,full_mse,full_psnr_db,full_ssim,case_digest
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,state_only_risk_roi,severe,31466,31341,0.9960274582088604,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;1;1;1,1,0.020833333333333332,0,0,0,0,,,0,0,,0,,,490.74553819444446,21.22224001136551,0.7181015500616518,2e95e77ec3b0ca6e73f1f7ece2ff95587b30176b9bb063c127eefeecfdab2d1a
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,command_conditioned_risk_roi,severe,31466,31350,0.9963134812178224,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;1;1;1,1,0.020833333333333332,0,0,0,0,,,0,0,,0,,,490.74553819444446,21.22224001136551,0.7181015500616518,a6dc1a1786dea39575137854402107f21f56196a21efb6d3a9c16a912bc57dff
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_global_only,severe,31466,31343,0.9960910188775186,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;5;5;1;5;5;5;5,11,0.22916666666666666,0,0,0,0,,,0,0,,0,,,422.71303819444444,21.870347174188908,0.7222956769524688,37e56802933c1443ed93efc466bcc241ee6c278d8bd9d7f878fff6e84e632796
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_visible_edges,severe,31466,31345,0.9961545795461768,1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;5;5;5;1;5;5;5;5,11,0.22916666666666666,0,0,0,0,,,0,0,,0,,,431.03616319444444,21.78566652616818,0.7111347313796252,77013f769c501e8ec93261051b04b94749b7a213221cf2173bdafc0e5c08f5a3
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_corridor_edges,severe,31466,31345,0.9961545795461768,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;1;1;5;5,10,0.20833333333333334,0,0,0,0,,,0,0,,0,,,429.7940277777778,21.79819984429043,0.7251779635880212,76a2aa10f00173876194d3ae538466fec83f5377635e1fe4df82fdd880421233
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,state_only_risk_roi,low,32374,32317,0.9982393278556867,25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;55;25;25;25,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,36.764913194444446,32.476468159706855,0.8993060177218729,69d5c552a62c7b885fd8f25d71cebbd31dbef37c382ed3635bd1bcdb5e6d1c32
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,command_conditioned_risk_roi,low,32374,32326,0.9985173287205782,25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;55;25;25;25,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,36.764913194444446,32.476468159706855,0.8993060177218729,0b7640387f79e0854499c293c0d45f690d0a0ff5a3615f5218a133626634ff1c
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_global_only,low,32374,32321,0.9983628837956384,25;35;35;35;35;35;25;25;25;35;25;25;25;25;25;25;25;25;25;25;25;35;25;25;25;25;25;25;35;35;35;25;25;25;35;25;25;25;25;25;25;25;25;25;25;25;25;25,48,0.22916666666666666,0,0,0,0,,,0,0,,0,,,34.72734375,32.72408794914905,0.9033821745140912,7f6c0fc9c4362c552142276c8959a6051bb18f55331d3191bbe745e459472538
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_visible_edges,low,32374,32321,0.9983628837956384,25;35;35;35;25;35;25;25;55;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;35;25;25;25;25;35,48,0.14583333333333334,0,0,0,0,,,0,0,,0,,,36.25692708333333,32.536893677080975,0.9000339616270782,0f75281f1e42667b282d998d4b56fdb0469ac85c09c58093fe39d13baa63cd25
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_corridor_edges,low,32374,32321,0.9983628837956384,25;35;35;35;35;35;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;35;25;25;25;25;25;25;25;25;35;35;25;25;25,48,0.16666666666666666,0,0,0,0,,,0,0,,0,,,36.546875,32.502301130426446,0.9011477581107848,e7909b48211f7a681c401f301566e5f3f428e5e84f4bf282562ac051d7ea31cb
