episode_id,scene,seed,method,budget,eligible_instances,recalled_instances,absolute_tcobr,mean_critical_region_psnr_db,mean_eligible_boundary_psnr_db,mean_critical_tile_payload_bytes,mean_critical_boundary_high_quality_coverage
m6a_v3_formal_s7_seed630700,S7,630700,state_only_risk_roi,high,0,0,,45.63683342623064,,17827.0,0.0
m6a_v3_formal_s7_seed630700,S7,630700,state_only_risk_roi,low,0,0,,43.30260292667218,,17682.5,0.0
m6a_v3_formal_s7_seed630700,S7,630700,state_only_risk_roi,medium,0,0,,45.63683342623064,,17827.0,0.0
m6a_v3_formal_s7_seed630700,S7,630700,state_only_risk_roi,severe,0,0,,30.566256317515432,,17384.5,0.0
m6a_v3_formal_s7_seed630701,S7,630701,command_conditioned_risk_roi,high,0,0,,41.318865247433564,,14045.5,0.0
m6a_v3_formal_s7_seed630701,S7,630701,command_conditioned_risk_roi,low,0,0,,38.14060524610604,,13819.0,0.0
m6a_v3_formal_s7_seed630701,S7,630701,command_conditioned_risk_roi,medium,0,0,,40.75428368697842,,13963.0,0.0
m6a_v3_formal_s7_seed630701,S7,630701,command_conditioned_risk_roi,severe,0,0,,28.359456791226666,,13536.5,0.0
m6a_v3_formal_s7_seed630701,S7,630701,state_only_risk_roi,high,0,0,,41.318865247433564,,14045.5,0.0
m6a_v3_formal_s7_seed630701,S7,630701,state_only_risk_roi,low,0,0,,38.14060524610604,,13819.0,0.0
m6a_v3_formal_s7_seed630701,S7,630701,state_only_risk_roi,medium,0,0,,40.75428368697842,,13963.0,0.0
m6a_v3_formal_s7_seed630701,S7,630701,state_only_risk_roi,severe,0,0,,28.359456791226666,,13536.5,0.0
m6a_v3_formal_s7_seed630702,S7,630702,command_conditioned_risk_roi,high,0,0,,38.99150948295852,,16130.5,0.0
m6a_v3_formal_s7_seed630702,S7,630702,command_conditioned_risk_roi,low,0,0,,34.30477349286929,,15748.0,0.0
m6a_v3_formal_s7_seed630702,S7,630702,command_conditioned_risk_roi,medium,0,0,,37.553237851280194,,16079.0,0.0
m6a_v3_formal_s7_seed630702,S7,630702,command_conditioned_risk_roi,severe,0,0,,29.077724598766302,,15477.0,0.0
m6a_v3_formal_s7_seed630702,S7,630702,state_only_risk_roi,high,0,0,,38.99150948295852,,16130.5,0.0
m6a_v3_formal_s7_seed630702,S7,630702,state_only_risk_roi,low,0,0,,34.30477349286929,,15748.0,0.0
m6a_v3_formal_s7_seed630702,S7,630702,state_only_risk_roi,medium,0,0,,37.553237851280194,,16079.0,0.0
m6a_v3_formal_s7_seed630702,S7,630702,state_only_risk_roi,severe,0,0,,29.077724598766302,,15477.0,0.0
m6a_v3_formal_s7_seed630703,S7,630703,command_conditioned_risk_roi,high,0,0,,39.35434716363966,,16111.0,0.0
m6a_v3_formal_s7_seed630703,S7,630703,command_conditioned_risk_roi,low,0,0,,35.20630625780576,,15737.5,0.0
m6a_v3_formal_s7_seed630703,S7,630703,command_conditioned_risk_roi,medium,0,0,,38.07455095046944,,16064.5,0.0
m6a_v3_formal_s7_seed630703,S7,630703,command_conditioned_risk_roi,severe,0,0,,29.170019396330275,,15477.0,0.0
m6a_v3_formal_s7_seed630703,S7,630703,state_only_risk_roi,high,0,0,,39.35434716363966,,16111.0,0.0
m6a_v3_formal_s7_seed630703,S7,630703,state_only_risk_roi,low,0,0,,35.20630625780576,,15737.5,0.0
m6a_v3_formal_s7_seed630703,S7,630703,state_only_risk_roi,medium,0,0,,38.07455095046944,,16064.5,0.0
m6a_v3_formal_s7_seed630703,S7,630703,state_only_risk_roi,severe,0,0,,29.170019396330275,,15477.0,0.0
m6a_v3_formal_s8_seed630800,S8,630800,command_conditioned_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,command_conditioned_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,command_conditioned_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,command_conditioned_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,state_only_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,state_only_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,state_only_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630800,S8,630800,state_only_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,command_conditioned_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,command_conditioned_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,command_conditioned_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,command_conditioned_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,state_only_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,state_only_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,state_only_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630801,S8,630801,state_only_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,command_conditioned_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,command_conditioned_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,command_conditioned_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,command_conditioned_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,state_only_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,state_only_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,state_only_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630802,S8,630802,state_only_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,command_conditioned_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,command_conditioned_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,command_conditioned_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,command_conditioned_risk_roi,severe,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,state_only_risk_roi,high,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,state_only_risk_roi,low,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,state_only_risk_roi,medium,0,0,,,,,
m6a_v3_formal_s8_seed630803,S8,630803,state_only_risk_roi,severe,0,0,,,,,
