episode_id,scene,seed,snapshot_id,budget,state_roi_pixels,command_roi_pixels,roi_intersection_pixels,roi_union_pixels,roi_jaccard,roi_xor_pixels,roi_xor_fraction,state_selected_tiles,command_selected_tiles,tile_intersection,tile_union,tile_jaccard,tile_xor_count,tile_xor_fraction,quality_xor_tiles,quality_xor_fraction,identical_reconstruction
m6a_v3_formal_s3_seed630302,S3,630302,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630302,S3,630302,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630302,S3,630302,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630302,S3,630302,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630302,S3,630302,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630302,S3,630302,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630302,S3,630302,3,severe,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630302,S3,630302,3,low,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630302,S3,630302,3,medium,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630302,S3,630302,3,high,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,1,severe,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,1,low,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630303,S3,630303,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630303,S3,630303,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630303,S3,630303,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s3_seed630303,S3,630303,3,severe,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,3,low,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,3,medium,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s3_seed630303,S3,630303,3,high,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,1,severe,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,1,low,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630400,S4,630400,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630400,S4,630400,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630400,S4,630400,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630400,S4,630400,3,severe,7,11,2,16,0.125,14,0.0007291666666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,3,low,7,11,2,16,0.125,14,0.0007291666666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,3,medium,7,11,2,16,0.125,14,0.0007291666666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630400,S4,630400,3,high,7,11,2,16,0.125,14,0.0007291666666666667,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,1,severe,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,1,low,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630401,S4,630401,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630401,S4,630401,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630401,S4,630401,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630401,S4,630401,3,severe,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,3,low,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,3,medium,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630401,S4,630401,3,high,7,11,3,15,0.2,12,0.000625,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,1,severe,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,1,low,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630402,S4,630402,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630402,S4,630402,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630402,S4,630402,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630402,S4,630402,3,severe,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,3,low,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,3,medium,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630402,S4,630402,3,high,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,1,severe,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,1,low,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,1,medium,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,1,high,10,11,5,16,0.3125,11,0.0005729166666666667,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,2,severe,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630403,S4,630403,2,low,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630403,S4,630403,2,medium,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630403,S4,630403,2,high,9,13,5,17,0.29411764705882354,12,0.000625,1,2,1,2,0.5,1,0.020833333333333332,1,0.020833333333333332,0
m6a_v3_formal_s4_seed630403,S4,630403,3,severe,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,3,low,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,3,medium,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s4_seed630403,S4,630403,3,high,7,10,2,15,0.13333333333333333,13,0.0006770833333333334,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,1,severe,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,1,low,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,1,medium,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,1,high,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,2,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,2,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,2,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,2,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,3,severe,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,3,low,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,3,medium,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630500,S5,630500,3,high,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,1,severe,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,1,low,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,1,medium,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,1,high,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,2,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,48,1.0,0
m6a_v3_formal_s5_seed630501,S5,630501,2,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,2,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,2,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,3,severe,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,3,low,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,3,medium,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630501,S5,630501,3,high,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,1,severe,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,1,low,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,1,medium,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,1,high,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,2,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,48,1.0,0
m6a_v3_formal_s5_seed630502,S5,630502,2,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,2,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,2,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,3,severe,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,3,low,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,3,medium,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630502,S5,630502,3,high,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,1,severe,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,1,low,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,1,medium,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,1,high,6,6,6,6,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,2,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,48,1.0,0
m6a_v3_formal_s5_seed630503,S5,630503,2,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,2,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,2,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,3,severe,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,3,low,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,3,medium,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s5_seed630503,S5,630503,3,high,9,7,3,13,0.23076923076923078,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,1,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,48,1.0,0
m6a_v3_formal_s6_seed630600,S6,630600,1,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,1,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,1,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,2,severe,9,9,9,9,1.0,0,0.0,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,2,low,9,9,9,9,1.0,0,0.0,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,2,medium,9,9,9,9,1.0,0,0.0,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,2,high,9,9,9,9,1.0,0,0.0,2,2,2,2,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,3,severe,9,11,5,15,0.3333333333333333,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,3,low,9,11,5,15,0.3333333333333333,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,3,medium,9,11,5,15,0.3333333333333333,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630600,S6,630600,3,high,9,11,5,15,0.3333333333333333,10,0.0005208333333333333,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,0,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,0,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,0,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,0,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,1,severe,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,1,low,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,1,medium,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
m6a_v3_formal_s6_seed630601,S6,630601,1,high,9,9,9,9,1.0,0,0.0,1,1,1,1,1.0,0,0.0,0,0.0,1
